EmployeeID,Age,Gender,Department,Position,AnnualSalary,JobSatisfaction,EngagementScore,PerformanceRating,AbsenteeismRate,PromotionInLastYear,ParticipationInTrainingSessions,Tenure
EID0982,64,Male,IT,Senior Analyst,129186.13,2,0.64,3,11.6,1,3,41
EID0983,18,Female,Finance,Analyst,126117.68,3,0.31,3,12.38,0,2,0
EID0984,43,Female,Operations,Senior Analyst,42534.54,2,0.53,5,5.66,1,0,2
EID0985,31,Male,Marketing,Team Leader,99222.89,3,0.07,5,17.9,0,8,10
EID0986,55,Other,IT,Manager,85677.8,2,0.97,2,0.48,1,9,2
EID0987,54,Male,Finance,Analyst,44245.09,3,0.36,1,6.97,0,5,27
EID0988,28,Female,Marketing,Senior Analyst,147668.19,4,0.48,4,14.44,0,5,0
EID0989,53,Male,Sales,Clerk,55763.51,5,0.36,3,1.6,1,8,30
EID0990,30,Female,Marketing,Manager,38068.1,3,0.68,1,3.66,0,0,9
EID0991,60,Female,HR,Team Leader,101381.69,3,0.66,1,11.79,1,5,21
EID0992,20,Other,HR,Senior Analyst,118664,4,0.72,2,11.2,0,4,1
EID0993,50,Female,Sales,Team Leader,33893.21,3,0.27,4,14.78,0,5,20
EID0994,23,Female,IT,Team Leader,109046.12,1,0.32,3,16.25,1,7,3
EID0995,27,Other,Finance,Analyst,93875.03,4,0.13,4,2.57,0,4,4
EID0996,22,Female,Marketing,Analyst,42391.8,1,0.66,2,0.37,1,1,3
EID0997,40,Other,HR,Senior Analyst,50702.87,4,0.04,5,13.79,0,1,21
EID0998,27,Other,IT,Clerk,98156.92,3,0.6,1,6.03,0,9,8
EID0999,61,Female,Sales,Senior Analyst,65562.91,1,0.87,3,12.52,0,4,19
EID1000,19,Female,Operations,Clerk,142597.89,3,0.89,5,3.01,0,2,0
